solved:	true
solution_length:	36
upper_bound:	36
solution_runtime:	0.0212043
heuristic_solution_length:	36
heuristic_solution_runtime:	0.00267884
heuristic_runtime:	0.0176767
solving_forward:	false
reduction_is_complete:	false
reduction_quality:	1
reduction_upper_bound:	36
reduction_runtime:	0.00352749
mdd_memory_consumption [MB]:	0
main_process_memory_consumption [MB]:	0
match_ilp_solution_length:	36
match_ilp_upper_bound:	36
match_ilp_runtime:	1.32e-07
mdd_ilp_solution_length:	36
mdd_ilp_upper_bound:	36
mdd_ilp_runtime:	5.2e-08
solution:	[58, 55, 16, 13, 61, 54, 28, 36, 19, 32, 9, 59, 18, 22, 44, 12, 14, 31, 0, 45, 50, 63, 41, 6, 7, 20, 42, 8, 57, 47, 10, 34, 30, 49, 29, 33, ]
